Species	n_taxids	representative_taxid	all_taxids	Count	Proportion_All(%)	Proportion_Classified(%)	Lineage
Ligilactobacillus animalis	1	1605	1605	20	0.000632	0.000633	cellular organisms;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Ligilactobacillus
Raineyella fluvialis	1	2662261	2662261	20	0.000632	0.000633	cellular organisms;Actinomycetota;Actinomycetes;Propionibacteriales;Propionibacteriaceae;Raineyella
Sinomonas atrocyanea	1	37927	37927	20	0.000632	0.000633	cellular organisms;Actinomycetota;Actinomycetes;Micrococcales;Micrococcaceae;Sinomonas
Heliomicrobium modesticaldum	1	35701	35701	19	0.000600	0.000602	cellular organisms;Bacillota;Clostridia;Eubacteriales;Heliobacteriaceae;Heliomicrobium
Microcella flavibacter	1	1804990	1804990	19	0.000600	0.000602	cellular organisms;Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Microcella
Mycolicibacterium aurum	1	1791	1791	19	0.000600	0.000602	cellular organisms;Actinomycetota;Actinomycetes;Mycobacteriales;Mycobacteriaceae;Mycolicibacterium
Mycolicibacterium celeriflavum	1	1249101	1249101	19	0.000600	0.000602	cellular organisms;Actinomycetota;Actinomycetes;Mycobacteriales;Mycobacteriaceae;Mycolicibacterium
Mycolicibacterium pallens	1	370524	370524	19	0.000600	0.000602	cellular organisms;Actinomycetota;Actinomycetes;Mycobacteriales;Mycobacteriaceae;Mycolicibacterium
Nocardioides euryhalodurans	1	2518370	2518370	19	0.000600	0.000602	cellular organisms;Actinomycetota;Actinomycetes;Propionibacteriales;Nocardioidaceae;Nocardioides
Acinetobacter sp.	4	2950074	2950074;2983215;3120518;1879049	19	0.000600	0.000602	cellular organisms;Pseudomonadota;Gammaproteobacteria;Moraxellales;Moraxellaceae;Acinetobacter
Erythrobacter sp.	7	3429674	3429674;2907154;3429679;2653850;1042;1922225;3092109	19	0.000600	0.000602	cellular organisms;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Erythrobacter
Achromobacter spanius	1	217203	217203	18	0.000569	0.000570	cellular organisms;Pseudomonadota;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Achromobacter
Chryseobacterium koreense	1	232216	232216	18	0.000569	0.000570	cellular organisms;Bacteroidota;Flavobacteriia;Flavobacteriales;Weeksellaceae;Chryseobacterium
Methylocapsa polymorpha	1	3080828	3080828	18	0.000569	0.000570	cellular organisms;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Beijerinckiaceae;Methylocapsa
Collimonas fungivorans	1	158899	158899	17	0.000537	0.000538	cellular organisms;Pseudomonadota;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Collimonas
Glutamicibacter uratoxydans	1	43667	43667	17	0.000537	0.000538	cellular organisms;Actinomycetota;Actinomycetes;Micrococcales;Micrococcaceae;Glutamicibacter
Janibacter limosus	1	53458	53458	17	0.000537	0.000538	cellular organisms;Actinomycetota;Actinomycetes;Micrococcales;Intrasporangiaceae;Janibacter
Pseudomonas psychrophila	1	122355	122355	17	0.000537	0.000538	cellular organisms;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas
Pseudomonas putida	1	303	303	17	0.000537	0.000538	cellular organisms;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas
Cystobacter fuscus	1	43	43	16	0.000506	0.000507	cellular organisms;Myxococcota;Myxococcia;Myxococcales;Archangiaceae;Cystobacter
Gardnerella vaginalis	1	2702	2702	16	0.000506	0.000507	cellular organisms;Actinomycetota;Actinomycetes;Bifidobacteriales;Bifidobacteriaceae;Gardnerella
Kushneria konosiri	1	698828	698828	16	0.000506	0.000507	cellular organisms;Pseudomonadota;Gammaproteobacteria;Oceanospirillales;Halomonadaceae;Kushneria
Luteolibacter luteus	1	2728835	2728835	16	0.000506	0.000507	cellular organisms;Verrucomicrobiota;Verrucomicrobiia;Verrucomicrobiales;Verrucomicrobiaceae;Luteolibacter
Melaminivora jejuensis	1	1267217	1267217	16	0.000506	0.000507	cellular organisms;Pseudomonadota;Betaproteobacteria;Burkholderiales;Comamonadaceae;Melaminivora
Microbacterium oleivorans	1	273677	273677	16	0.000506	0.000507	cellular organisms;Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Microbacterium
Rhodanobacter soli	1	590609	590609	16	0.000506	0.000507	cellular organisms;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Rhodanobacteraceae;Rhodanobacter
Chryseobacterium balustinum	1	246	246	15	0.000474	0.000475	cellular organisms;Bacteroidota;Flavobacteriia;Flavobacteriales;Weeksellaceae;Chryseobacterium
Kaistella jeonii	1	266749	266749	15	0.000474	0.000475	cellular organisms;Bacteroidota;Flavobacteriia;Flavobacteriales;Weeksellaceae;Kaistella
Parolsenella catena	1	2003188	2003188	15	0.000474	0.000475	cellular organisms;Actinomycetota;Coriobacteriia;Coriobacteriales;Atopobiaceae;Parolsenella
Rhodopseudomonas boonkerdii	1	475937	475937	15	0.000474	0.000475	cellular organisms;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Nitrobacteraceae;Rhodopseudomonas
Novosphingobium sp.	7	1874826	1874826;3109595;3025670;2025349;3349877;3127639;2571749	15	0.000474	0.000475	cellular organisms;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Novosphingobium
Nocardioides sp.	10	3044187	3044187;2592334;2840457;2017486;2996826;2895565;1300156;3400182;2917724;2763008	15	0.000474	0.000475	cellular organisms;Actinomycetota;Actinomycetes;Propionibacteriales;Nocardioidaceae;Nocardioides
Desulfovibrio desulfuricans	1	876	876	14	0.000442	0.000443	cellular organisms;Thermodesulfobacteriota;Desulfovibrionia;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio
Ectopseudomonas khazarica	1	2502979	2502979	14	0.000442	0.000443	cellular organisms;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Ectopseudomonas
Nitrosomonas europaea	1	915	915	14	0.000442	0.000443	cellular organisms;Pseudomonadota;Betaproteobacteria;Nitrosomonadales;Nitrosomonadaceae;Nitrosomonas
Pseudoduganella albidiflava	1	321983	321983	14	0.000442	0.000443	cellular organisms;Pseudomonadota;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Pseudoduganella
Sphaerochaeta pleomorpha	1	1131707	1131707	14	0.000442	0.000443	cellular organisms;Spirochaetota;Spirochaetia;Spirochaetales;Sphaerochaetaceae;Sphaerochaeta
Acidihalobacter ferrooxydans	1	1765967	1765967	13	0.000411	0.000412	cellular organisms;Pseudomonadota;Gammaproteobacteria;Chromatiales;Ectothiorhodospiraceae;Acidihalobacter
Cutibacterium avidum	1	33010	33010	13	0.000411	0.000412	cellular organisms;Actinomycetota;Actinomycetes;Propionibacteriales;Propionibacteriaceae;Cutibacterium
Escherichia coli	1	562	562	13	0.000411	0.000412	cellular organisms;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia
Janibacter terrae	1	103817	103817	13	0.000411	0.000412	cellular organisms;Actinomycetota;Actinomycetes;Micrococcales;Intrasporangiaceae;Janibacter
Nocardioides dokdonensis	1	450734	450734	13	0.000411	0.000412	cellular organisms;Actinomycetota;Actinomycetes;Propionibacteriales;Nocardioidaceae;Nocardioides
bacterium ic1395	1	330061	330061	13	0.000411	0.000412	cellular organisms;;;;;
Flavobacterium sp.	2	3463858	3463858;2748319	13	0.000411	0.000412	cellular organisms;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Flavobacterium
Sphingomonas sp.	10	1517554	1517554;1523415;3062169;3349434;1517551;3095341;3238686;3412683;3014784;3243051	13	0.000411	0.000412	cellular organisms;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas
Acetobacterium wieringae	1	52694	52694	12	0.000379	0.000380	cellular organisms;Bacillota;Clostridia;Eubacteriales;Eubacteriaceae;Acetobacterium
Acidipropionibacterium acidipropionici	1	1748	1748	12	0.000379	0.000380	cellular organisms;Actinomycetota;Actinomycetes;Propionibacteriales;Propionibacteriaceae;Acidipropionibacterium
Acidipropionibacterium virtanenii	1	2057246	2057246	12	0.000379	0.000380	cellular organisms;Actinomycetota;Actinomycetes;Propionibacteriales;Propionibacteriaceae;Acidipropionibacterium
Afipia carboxidovorans	1	40137	40137	12	0.000379	0.000380	cellular organisms;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Nitrobacteraceae;Afipia
Brevibacterium luteolum	1	199591	199591	12	0.000379	0.000380	cellular organisms;Actinomycetota;Actinomycetes;Micrococcales;Brevibacteriaceae;Brevibacterium
Denitratisoma oestradiolicum	1	311182	311182	12	0.000379	0.000380	cellular organisms;Pseudomonadota;Betaproteobacteria;Nitrosomonadales;Sterolibacteriaceae;Denitratisoma
Dermabacter hominis	1	36740	36740	12	0.000379	0.000380	cellular organisms;Actinomycetota;Actinomycetes;Micrococcales;Dermabacteraceae;Dermabacter
Dysosmobacter welbionis	1	2093857	2093857	12	0.000379	0.000380	cellular organisms;Bacillota;Clostridia;Eubacteriales;Oscillospiraceae;Dysosmobacter
Halopseudomonas aestusnigri	1	857252	857252	12	0.000379	0.000380	cellular organisms;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Halopseudomonas
Histophilus somni	1	731	731	12	0.000379	0.000380	cellular organisms;Pseudomonadota;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Histophilus
Kaistella sp.	1	2908645	2908645	12	0.000379	0.000380	cellular organisms;Bacteroidota;Flavobacteriia;Flavobacteriales;Weeksellaceae;Kaistella
Mediterraneibacter gnavus	1	33038	33038	12	0.000379	0.000380	cellular organisms;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Mediterraneibacter
Microlunatus sp.	1	2672569	2672569	12	0.000379	0.000380	cellular organisms;Actinomycetota;Actinomycetes;Propionibacteriales;Propionibacteriaceae;Microlunatus
Mycolicibacterium vaccae	1	1810	1810	12	0.000379	0.000380	cellular organisms;Actinomycetota;Actinomycetes;Mycobacteriales;Mycobacteriaceae;Mycolicibacterium
Parabacteroides faecis	1	1217282	1217282	12	0.000379	0.000380	cellular organisms;Bacteroidota;Bacteroidia;Bacteroidales;Tannerellaceae;Parabacteroides
Pseudoglutamicibacter albus	1	98671	98671	12	0.000379	0.000380	cellular organisms;Actinomycetota;Actinomycetes;Micrococcales;Micrococcaceae;Pseudoglutamicibacter
Pseudorhodoplanes sinuspersici	1	1235591	1235591	12	0.000379	0.000380	cellular organisms;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;;Pseudorhodoplanes
Selenomonas dianae	1	135079	135079	12	0.000379	0.000380	cellular organisms;Bacillota;Negativicutes;Selenomonadales;Selenomonadaceae;Selenomonas
Streptomyces olivoreticuli	1	68246	68246	12	0.000379	0.000380	cellular organisms;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces
Wenzhouxiangella marina	1	1579979	1579979	12	0.000379	0.000380	cellular organisms;Pseudomonadota;Gammaproteobacteria;Chromatiales;Wenzhouxiangellaceae;Wenzhouxiangella
Singulisphaera sp.	2	3411797	3411797;3120278	12	0.000379	0.000380	cellular organisms;Planctomycetota;Planctomycetia;Isosphaerales;Isosphaeraceae;Singulisphaera
Sorangium sp.	10	3133282	3133282;3133318;3449740;3133326;3133294;3133303;3133308;3133311;3133321;3133323	12	0.000379	0.000380	cellular organisms;Myxococcota;;Polyangiales;Polyangiaceae;Sorangium
Bacteroides finegoldii	1	338188	338188	11	0.000348	0.000348	cellular organisms;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Brachymonas wangyanguii	1	3130163	3130163	11	0.000348	0.000348	cellular organisms;Pseudomonadota;Betaproteobacteria;Burkholderiales;Comamonadaceae;Brachymonas
Cruoricaptor ignavus	1	1118202	1118202	11	0.000348	0.000348	cellular organisms;Bacteroidota;Flavobacteriia;Flavobacteriales;Weeksellaceae;Cruoricaptor
Erythrobacter litoralis	1	39960	39960	11	0.000348	0.000348	cellular organisms;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Erythrobacter
Lactobacillus johnsonii	1	33959	33959	11	0.000348	0.000348	cellular organisms;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
Lignipirellula cremea	1	2528010	2528010	11	0.000348	0.000348	cellular organisms;Planctomycetota;Planctomycetia;Pirellulales;Pirellulaceae;Lignipirellula
Mycolicibacterium gilvum	1	1804	1804	11	0.000348	0.000348	cellular organisms;Actinomycetota;Actinomycetes;Mycobacteriales;Mycobacteriaceae;Mycolicibacterium
Mycolicibacterium phocaicum	1	319706	319706	11	0.000348	0.000348	cellular organisms;Actinomycetota;Actinomycetes;Mycobacteriales;Mycobacteriaceae;Mycolicibacterium
Mycolicibacterium rufum	1	318424	318424	11	0.000348	0.000348	cellular organisms;Actinomycetota;Actinomycetes;Mycobacteriales;Mycobacteriaceae;Mycolicibacterium
Paraburkholderia dioscoreae	1	2604047	2604047	11	0.000348	0.000348	cellular organisms;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Paraburkholderia
Pseudomonas yamanorum	1	515393	515393	11	0.000348	0.000348	cellular organisms;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas
Pusillibacter faecalis	1	2714358	2714358	11	0.000348	0.000348	cellular organisms;Bacillota;Clostridia;Eubacteriales;Oscillospiraceae;Pusillibacter
Sphingopyxis alaskensis	1	117207	117207	11	0.000348	0.000348	cellular organisms;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingopyxidaceae;Sphingopyxis
Kribbella sp.	7	3419765	3419765;2975969;2903580;3239942;3239948;3160966;2903581	11	0.000348	0.000348	cellular organisms;Actinomycetota;Actinomycetes;Propionibacteriales;Kribbellaceae;Kribbella
Nocardia sp.	8	2975995	2975995;2903596;2975997;3239972;3239973;3239977;1047172;2975991	11	0.000348	0.000348	cellular organisms;Actinomycetota;Actinomycetes;Mycobacteriales;Nocardiaceae;Nocardia
Achromobacter piechaudii	1	72556	72556	10	0.000316	0.000317	cellular organisms;Pseudomonadota;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Achromobacter
Aromatoleum bremense	1	76115	76115	10	0.000316	0.000317	cellular organisms;Pseudomonadota;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae;Aromatoleum
Chryseobacterium oranimense	1	421058	421058	10	0.000316	0.000317	cellular organisms;Bacteroidota;Flavobacteriia;Flavobacteriales;Weeksellaceae;Chryseobacterium
Erythrobacter mangrovi	1	2739433	2739433	10	0.000316	0.000317	cellular organisms;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Erythrobacter
Pedobacter aquae	1	2605747	2605747	10	0.000316	0.000317	cellular organisms;Bacteroidota;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Pedobacter
Cryobacterium sp.	5	3048582	3048582;1926290;1978566;1897061;1897060	10	0.000316	0.000317	cellular organisms;Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Cryobacterium
Amycolatopsis sp.	8	2975955	2975955;3034022;1896961;3239922;2778070;2914159;2903562;3238802	10	0.000316	0.000317	cellular organisms;Actinomycetota;Actinomycetes;Pseudonocardiales;Pseudonocardiaceae;Amycolatopsis
Brachybacterium kimchii	1	2942909	2942909	9	0.000284	0.000285	cellular organisms;Actinomycetota;Actinomycetes;Micrococcales;Dermabacteraceae;Brachybacterium
Faecalibacterium prausnitzii	1	853	853	9	0.000284	0.000285	cellular organisms;Bacillota;Clostridia;Eubacteriales;Oscillospiraceae;Faecalibacterium
Fannyhessea vaginae	1	82135	82135	9	0.000284	0.000285	cellular organisms;Actinomycetota;Coriobacteriia;Coriobacteriales;Atopobiaceae;Fannyhessea
Lactococcus garvieae	1	1363	1363	9	0.000284	0.000285	cellular organisms;Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Lactococcus
Mediterraneibacter flintii	1	3136600	3136600	9	0.000284	0.000285	cellular organisms;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Mediterraneibacter
Microbacterium atlanticum	1	2782168	2782168	9	0.000284	0.000285	cellular organisms;Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Microbacterium
Nocardioides ungokensis	1	1643322	1643322	9	0.000284	0.000285	cellular organisms;Actinomycetota;Actinomycetes;Propionibacteriales;Nocardioidaceae;Nocardioides
Paraburkholderia tropica	1	92647	92647	9	0.000284	0.000285	cellular organisms;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Paraburkholderia
Pseudocitrobacter faecalis	1	1398493	1398493	9	0.000284	0.000285	cellular organisms;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Pseudocitrobacter
Rhodanobacter thiooxydans	1	416169	416169	9	0.000284	0.000285	cellular organisms;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Rhodanobacteraceae;Rhodanobacter
Riemerella anatipestifer	1	34085	34085	9	0.000284	0.000285	cellular organisms;Bacteroidota;Flavobacteriia;Flavobacteriales;Weeksellaceae;Riemerella
Stutzerimonas zhaodongensis	1	1176257	1176257	9	0.000284	0.000285	cellular organisms;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Stutzerimonas
Brevibacterium sp.	2	2575923	2575923;2777556	9	0.000284	0.000285	cellular organisms;Actinomycetota;Actinomycetes;Micrococcales;Brevibacteriaceae;Brevibacterium
Achromobacter seleniivolatilans	1	3047478	3047478	8	0.000253	0.000253	cellular organisms;Pseudomonadota;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Achromobacter
Aquipseudomonas alcaligenes	1	43263	43263	8	0.000253	0.000253	cellular organisms;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Aquipseudomonas
Epilithonimonas zeae	1	1416779	1416779	8	0.000253	0.000253	cellular organisms;Bacteroidota;Flavobacteriia;Flavobacteriales;Weeksellaceae;Epilithonimonas
Mycolicibacterium iranicum	1	912594	912594	8	0.000253	0.000253	cellular organisms;Actinomycetota;Actinomycetes;Mycobacteriales;Mycobacteriaceae;Mycolicibacterium
Nocardioides dongkuii	1	2760089	2760089	8	0.000253	0.000253	cellular organisms;Actinomycetota;Actinomycetes;Propionibacteriales;Nocardioidaceae;Nocardioides
Phascolarctobacterium faecium	1	33025	33025	8	0.000253	0.000253	cellular organisms;Bacillota;Negativicutes;Acidaminococcales;Acidaminococcaceae;Phascolarctobacterium
Pigmentiphaga litoralis	1	516702	516702	8	0.000253	0.000253	cellular organisms;Pseudomonadota;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Pigmentiphaga
Polynucleobacter difficilis	1	556054	556054	8	0.000253	0.000253	cellular organisms;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Polynucleobacter
Pseudolysobacter antarcticus	1	2511995	2511995	8	0.000253	0.000253	cellular organisms;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Rhodanobacteraceae;Pseudolysobacter
Pseudomonas wenzhouensis	1	2906062	2906062	8	0.000253	0.000253	cellular organisms;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas
Roseomonas haemaphysalidis	1	2768162	2768162	8	0.000253	0.000253	cellular organisms;Pseudomonadota;Alphaproteobacteria;Acetobacterales;Roseomonadaceae;Roseomonas
Vescimonas coprocola	1	2714355	2714355	8	0.000253	0.000253	cellular organisms;Bacillota;Clostridia;Eubacteriales;Oscillospiraceae;Vescimonas
Variovorax sp.	5	3394349	3394349;282217;1795631;2762323;207745	8	0.000253	0.000253	cellular organisms;Pseudomonadota;Betaproteobacteria;Burkholderiales;Comamonadaceae;Variovorax
Agrilutibacter solisilvae	1	2763317	2763317	7	0.000221	0.000222	cellular organisms;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Agrilutibacter
Aliarcobacter cibarius	1	255507	255507	7	0.000221	0.000222	cellular organisms;Campylobacterota;Epsilonproteobacteria;Campylobacterales;Arcobacteraceae;Aliarcobacter
Azoarcus olearius	1	418699	418699	7	0.000221	0.000222	cellular organisms;Pseudomonadota;Betaproteobacteria;Rhodocyclales;Zoogloeaceae;Azoarcus
Carnobacterium inhibens	1	147709	147709	7	0.000221	0.000222	cellular organisms;Bacillota;Bacilli;Lactobacillales;Carnobacteriaceae;Carnobacterium
Chryseobacterium gleum	1	250	250	7	0.000221	0.000222	cellular organisms;Bacteroidota;Flavobacteriia;Flavobacteriales;Weeksellaceae;Chryseobacterium
